DepartmentName,JobTitle,Zip,Salary,,,
BPS Edwards Middle,Prin Clerk/School Sec 19,02129,"$12,006.15 ",,,
Tobin K-8,Lunch Hour Monitors,02134,"$5,569.46 ",,,
Inspectional Services Dept,Asst Dir Housing Inspection,02128,"$60,009.35 ",,,
BPS Special Education,ABA Specialist (BTU),02343,"$44,648.49 ",,,
Mildred Avenue K-8,Paraprofessional,02126,"$33,754.88 ",,,
Inspectional Services Dept,Assoc Inspec  Engineer(Isd),02118,"$80,735.53 ",,,
Inspectional Services Dept,Plumbing And Gasfitting Insp##,02135,"$68,022.77 ",,,
BPS Special Education,ABA Specialist (BTU),06110,"$26,487.62 ",,,
Jackson/Mann K-8,Paraprofessional,01754,"$35,041.94 ",,,
Boston Cntr - Youth & Families,Resources Navigator,02125,"$46,349.94 ",,,
Mayor's Office,Staff Asst I,02125,"$50,991.36 ",,,
Dpt of Innovation & Technology,Prin Data Proc Systems Analyst,02118,"$81,703.26 ",,,
Boston Police Department,"CommunEquipOp III, R-13 (CT)",02135,"$43,670.64 ",,,
BPS Holmes Elementary,Cluster Substitute,02131,"$32,075.77 ",,,
BPS Mckay Elementary,Teacher,02171,"$66,685.47 ",,,
BPS Quincy Elementary,Cluster Substitute,02169,"$32,018.09 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02048,"$21,888.43 ",,,
Traffic Division,Claims Investigator(Opc),02122,"$37,430.44 ",,,
BPS Boston School Committee,School Committee Member,02136,"$7,499.96 ",,,
Office of Economic Development,Neigh Business Manager,02135,"$66,122.46 ",,,
BPS Conley Elementary,Lead Satellite Attendant B,02131,"$24,099.00 ",,,
Cemetery Division,Spec Hvy Meo,02129,"$31,848.55 ",,,
BPS Boston Comm Leadership Ac,Surround Care Paraprofessional,02141,"$27,587.19 ",,,
BPS Transportation,Standby Cab Monitor HE,02115,"$1,349.80 ",,,
Public Works Department,Spec Hvy Meo,02131,"$41,673.88 ",,,
Boston Cntr - Youth & Families,Streetworkers,02122,"$46,218.59 ",,,
BPS Boston Comm Leadership Ac,Surround Care Paraprofessional,02021,"$59,701.42 ",,,
BPS Dever Elementary,Teacher,02125,"$64,392.43 ",,,
BPS Dever Elementary,Teacher,02121,"$29,637.05 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,01970,"$10,311.65 ",,,
UP Academy Holland,Teacher,02134,"$57,384.62 ",,,
BPS Taylor Elementary,Paraprofessional,01845,"$30,144.25 ",,,
BPS East Boston High,Part-Time Cafeteria Attendant,02129,$56.04 ,,,
Boston Retirement System,Admin Anl,02126,"$55,083.66 ",,,
BPS Human Resource Team,Manager (C) (non-ac),02124,"$64,794.50 ",,,
Food & Nutrition Svc,Substitute Cafe Attn BE,02121,"$6,838.99 ",,,
Mayor's Office,Admin Asst,02134,"$53,515.72 ",,,
Boston Public Library,Human Resources Manager (BPL),02131,"$103,730.68 ",,,
BPS Holmes Elementary,Cluster Substitute,02119,"$29,845.79 ",,,
Traffic Division,Employment Agreement,02130,"$9,320.00 ",,,
BPS Human Resource Team,Coord-Manager (B),02132,"$3,762.99 ",,,
BPS Facility Management,Part-Time Custodian,038732,"$3,496.71 ",,,
"Kennedy, EM Health Academy",Community Field Coordinator,02368,"$53,818.29 ",,,
Public Works Department,Motor Equip Oper & Pw Lbr,02134,"$31,894.76 ",,,
Alighieri Montessori School,Paraprofessional,03053,"$33,313.99 ",,,
Curley K-8,Teacher,02343,"$74,106.29 ",,,
BPS Charlestown High,Cluster Substitute,02186,"$16,540.09 ",,,
BPS Special Education,Sign Language Interpreter,02453,"$32,194.61 ",,,
Communications,Director (E),01950,"$132,480.80 ",,,
BPS Special Education,ABA Specialist (BTU),02813,"$42,725.82 ",,,
Parks Department,Motor Equip Oper & Lbr (P&R),02121,"$33,054.72 ",,,
Parks Department,Golf Course Asst Supn,02127,"$43,603.75 ",,,
Public Works Department,Hvy Mtr Equ Repairpr Class III,02136,"$43,769.38 ",,,
Parks Department,Park Ranger I,02132,"$33,804.29 ",,,
Mayor's Office,Special Assistant,02124,"$92,499.96 ",,,
Boston Public Library,Asst Neighborhood Services Mgr,02135,"$80,448.73 ",,,
Boston Fire Department,Electrical Equip Repairprs##,02125,"$83,402.00 ",,,
BPS Mckay Elementary,Teacher,02150,"$63,863.77 ",,,
Parks Department,Sr Personnel Officer II,02135,"$55,707.89 ",,,
Parks Department,Hvy Mtr Equip Oper & Lbr (P&R),02129,"$34,869.14 ",,,
Parks Department,Laborer Seasonal (Parks),02136,"$6,271.72 ",,,
Green Academy,Teacher,02472,"$64,493.86 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02302,$60.65 ,,,
Parks Department,Motor Equip Oper & Lbr (P&R),02130,"$1,881.51 ",,,
Eliot K-8,Teacher,02134,"$68,184.77 ",,,
Public Works Department,Laborer Seasonal  (PW),02125,"$6,607.44 ",,,
Eliot K-8,Cluster Substitute,01906,"$19,813.66 ",,,
Edison K-8,Teacher,01501,"$63,863.77 ",,,
Boston Fire Department,Hvy Mtr Equip Repairperson BFD,02134,"$54,187.81 ",,,
Green Academy,Teacher,03285,"$48,401.55 ",,,
BPS Quincy Elementary,Teacher,02135,"$28,879.87 ",,,
Green Academy,Paraprofessional,02780,"$29,588.72 ",,,
BPS Boston Evening Academy,Prin Clerk/School Sec 19,02130,"$42,982.01 ",,,
Umana Middle,Teacher,02135,"$66,635.91 ",,,
Boston Police Department,Criminalist I,02127,"$19,495.25 ",,,
Boston Police Department,Sr Personnel Analyst,02127,"$66,120.98 ",,,
Parks Department,Motor Equip Oper & Lbr (P&R),02122,"$32,196.04 ",,,
Boston Fire Department,Hvy Mtr Equip Repairperson BFD,02132,"$56,137.66 ",,,
Boston Police Department,Jr  Building Custodian,02120,"$37,020.82 ",,,
Dpt of Innovation & Technology,Dir of Performance Management,02109,"$84,157.93 ",,,
Boston Police Department,Criminalist I,02132,"$57,572.42 ",,,
Environment Department,Staff Asst IV,02110,"$86,400.51 ",,,
Boston Public Library,Floater Librarian I,02131,"$53,934.36 ",,,
Parks Department,Staff Asst II,02125,"$58,224.41 ",,,
BPS Madison Park High,Executive Director,02119,"$155,559.28 ",,,
Assessing Department,Dir-Assessing Services,02129,"$73,443.96 ",,,
BPS Perkins Elementary,Surround Care Paraprofessional,02445,"$39,583.49 ",,,
Neighborhood Services,Dir,02116,"$69,059.68 ",,,
Law Department,Asst Corp Counsel I,02215,"$64,180.20 ",,,
BTU Pilot,Prin Clerk/School Sec 19,02122,"$13,253.54 ",,,
BPS School Safety Service,Prin Clerk Typist 27,02124,"$10,633.40 ",,,
Superintendent,Superintendent,02131,"$264,660.69 ",,,
ASD Human Resources,Prin Clerk,02125,"$6,585.40 ",,,
Advancement & Ext. Affairs,Managing Partner,02130,"$177,889.77 ",,,
BPS Boston Latin,Librarian,02421,"$84,869.91 ",,,
Boston Public Library,Floater Librarian I,02119,"$48,941.76 ",,,
BPS Human Resource Team,Manager (C) (non-ac),02128,"$84,856.00 ",,,
Warren/Prescott K-8,Teacher,02144,"$73,984.55 ",,,
Inspectional Services Dept,Dir of Animal Control (ISD),02130,"$87,703.45 ",,,
English Language Learn,Asst Superintendent,091104,"$86,721.02 ",,,
UP Academy Holland,Director Of Instruction,02122,"$100,116.99 ",,,
BPS New Mission Pilot,Teacher,02895,"$76,110.82 ",,,
Strategy Department,Deputy Superintendent-(non-ac),02124,"$177,624.58 ",,,
Research Assess & Eval,Director (E),02132,"$115,685.04 ",,,
Cemetery Division,Grave Digger,02126,"$36,312.45 ",,,
English Language Learn,Specialist (BTU),01752,"$48,402.40 ",,,
Inspectional Services Dept,Board Members (Examiners),02136,"$1,200.00 ",,,
Mayor's Office,Special Assistant,02215,"$38,942.26 ",,,
Boston Cntr - Youth & Families,Resources Development Manager,02134,"$60,158.80 ",,,
Neighborhood Development,Reasearch & Development Anl,02135,"$62,972.31 ",,,
Alighieri Montessori School,Lunch Hour Monitors,02128,"$4,390.41 ",,,
Alighieri Montessori School,Sub Lunch Monitor,02128,$660.00 ,,,
West Roxbury Academy,Teacher,02131,"$79,797.71 ",,,
Chief Academic Officer,Deputy Superintendent,02118,"$177,624.58 ",,,
BPS Condon Elementary,Teacher,01905,"$63,033.79 ",,,
Mayor's Office,Special Assistant,02119,"$46,332.00 ",,,
BPS Special Education,SPED Coverage Paraprofessional,02126,"$41,478.94 ",,,
Curley K-8,Paraprofessional,02780,"$33,896.88 ",,,
Office of Tourism,Project Asst,02130,"$10,834.00 ",,,
BPS Special Education,Sum Sch - BTU Prof,02026,"$7,137.75 ",,,
Chief Financial Officer,Chief Financial Officer,02446,"$155,206.80 ",,,
Veterans' Services,Community Relations Specialist,02120,"$30,455.04 ",,,
Asst Superintendent-Network A,Instructional Superintendent,02459,"$161,310.87 ",,,
Superintendent,Senior Advisor (E),02128,"$157,921.51 ",,,
Boston Cntr - Youth & Families,Lifeguard I,02130,"$4,988.22 ",,,
Boston Cntr - Youth & Families,Lifeguard I,02118,"$5,627.33 ",,,
UP Academy Holland,Director Of Instruction,02130,"$51,244.38 ",,,
Youth Engagement & Employment,Partnerships Manager,02130,"$57,607.47 ",,,
Neighborhood Services,Staff Asst II,02132,"$51,705.94 ",,,
Public Works Department,Motor Equip Oper & Pw Lbr,02129,"$33,043.42 ",,,
Boston Cntr - Youth & Families,Youth Worker,02134,"$38,911.49 ",,,
UP Academy Holland,Paraprofessional,02131,"$44,740.46 ",,,
UP Academy Dorchester,Director (Basas 10B),02176,"$109,401.67 ",,,
BPS Carter Center,Paraprofessional,02136,"$33,516.44 ",,,
Public Works Department,Head Storekeeper,02136,"$50,599.94 ",,,
Public Works Department,Intern I,02124,"$1,639.00 ",,,
Boston Police Department,Cadet (Police),02125,"$1,308.72 ",,,
Youth Engagement & Employment,Client Information Specialist,02119,"$6,779.50 ",,,
Youth Engagement & Employment,Client Information Specialist,02134,"$7,476.00 ",,,
Mayor's Office,Staff Asst I,02126,"$41,803.05 ",,,
Office of Tourism,Project Asst,02132,"$9,675.50 ",,,
Neighborhood Services,Staff Aide,02136,"$40,000.07 ",,,
BPS Madison Park High,Headmaster,02136,"$76,210.07 ",,,
Environment Department,Special Assistant,02130,"$77,250.02 ",,,
Food & Nutrition Svc,Coord-Manager (D),02189,"$88,615.19 ",,,
BPS Madison Park High,Teacher,02128,"$82,864.92 ",,,
Boston City Council,Admin Asst (Cc),02125,"$43,626.44 ",,,
BPS Mason Elementary,Teacher,02190,"$69,486.28 ",,,
UP Academy Dorchester,Teacher,02446,"$65,270.73 ",,,
Public Works Department,Motor Equip Oper & Pw Lbr,02128,"$33,736.80 ",,,
BPS Blackstone Elementary,Teacher,02138,"$69,183.40 ",,,
Transportation-Parking Clerk,Hearings Employee,02119,"$20,986.50 ",,,
Tobin K-8,Teacher,02145,"$51,838.43 ",,,
BPS Everett Elementary,Paraprofessional,02125,"$19,807.25 ",,,
BPS Hennigan Elementary,Teacher,02138,"$70,267.76 ",,,
Mission Hill K-8,SpEd Support Svcs Coordinator,02072,"$79,738.23 ",,,
BPS Latin Academy,Teacher,01545,"$58,291.04 ",,,
Transportation-Parking Clerk,Sr Data Proc Sys Anl,02114,"$48,444.18 ",,,
BPS Boston Evening Academy,Community Field Coordinator,02301,"$54,636.86 ",,,
BPS Boston Arts Academy,Community Field Coordinator,02122,"$37,356.80 ",,,
Neighborhood Services,Staff Asst I,02135,"$46,647.37 ",,,
Law Department,Asst Corp Counsel I,02119,"$61,013.49 ",,,
BPS Boston Latin,Teacher,02302,"$71,681.88 ",,,
BPS Latin Academy,Teacher,02126,"$68,363.37 ",,,
BPS Special Education,ABA Specialist (BTU),02116,"$22,862.23 ",,,
Boston Public Library,Library Aide,02134,$506.50 ,,,
Eliot K-8,Teacher,02113,"$76,389.83 ",,,
BPS Alternative Education HS,Headmaster,02140,"$128,434.09 ",,,
UP Academy Dorchester,Teacher,02301,"$79,237.21 ",,,
Parks Department,Exec  Asst  (CC),02124,"$59,638.17 ",,,
UP Academy Dorchester,Teacher,02119,"$46,487.17 ",,,
Elderly Commission,Volunteer Prog Coord,02125,"$36,027.60 ",,,
Dudley St. Neighborhood School,Principal Elementary,02121,"$129,338.98 ",,,
Tech Boston Academy,Teacher,02143,"$71,744.85 ",,,
Research Assess & Eval,Analyst (C),02134,"$75,436.53 ",,,
BPS Dever Elementary,Teacher,02127,"$62,864.24 ",,,
BPS Dearborn Middle,Teacher,01545,"$67,611.41 ",,,
"Kennedy, EM Health Academy",Teacher,02145,"$75,729.67 ",,,
BPS Blackstone Elementary,Teacher,02048,"$70,570.73 ",,,
BPS Madison Park High,Teacher,02151,"$79,653.94 ",,,
BPS Dearborn Middle,Teacher,02131,"$100,145.32 ",,,
Assessing Department,Head Clerk,02128,"$29,049.50 ",,,
Boston Retirement System,Head Account Clerk,02121,"$45,521.17 ",,,
BPS Human Resource Team,Coord-Manager (D),02130,"$96,831.48 ",,,
HPEC: Com Acd Science & Health,Prin Clerk/School Sec 21,02119,"$43,252.48 ",,,
BPS Dever Elementary,Teacher,02453,"$79,733.41 ",,,
Henderson Elementary,Teacher,02113,"$62,764.35 ",,,
BPS Boston International HS,Teacher,02021,"$72,230.48 ",,,
"UP ""Unlocking Potential"" Acad",Teacher,02176,"$40,674.30 ",,,
Boston Public Library,Web Services Specialist,02135,"$57,687.62 ",,,
BPS Boston Latin,Specialist (BTU),02141,"$90,163.17 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02072,"$19,703.06 ",,,
BPS Quincy Elementary,Teacher,02149,"$65,120.61 ",,,
BPS Human Resource Team,Director (D) (non-ac),094107,"$40,238.29 ",,,
BPS Boston Arts Academy,Teacher,02467,"$68,813.92 ",,,
Green Academy,Teacher,02131,"$89,198.95 ",,,
BPS Charlestown High,Community Field Coordinator,02127,"$40,787.83 ",,,
BPS English High,Teacher,01803,"$56,503.14 ",,,
BPS Brighton High,Teacher,02452,"$39,622.55 ",,,
BPS Mather Elementary,Teacher,02131,"$28,737.77 ",,,
Neighborhood Services,Coord,02125,"$55,023.83 ",,,
BPS Edwards Middle,Social Worker/Coordinator,02189,"$70,930.37 ",,,
BPS Blackstone Elementary,Teacher,02021,"$68,793.10 ",,,
Eliot K-8,Teacher,02136,"$74,823.96 ",,,
P. A. Shaw Elementary,Teacher,02136,"$54,801.49 ",,,
Umana Middle,Teacher,02119,"$69,106.60 ",,,
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,02109,"$75,165.41 ",,,
Dpt of Innovation & Technology,Data Proc Sys Analyst,02113,"$2,688.85 ",,,
Parks Department,Summer Program Assistant,02119,$825.00 ,,,
Parks Department,Gardener,02118,"$30,639.78 ",,,
"Kennedy, JF Elementary",Teacher,02135,"$68,014.35 ",,,
HPEC: Com Acd Science & Health,Director (C),02132,"$99,269.13 ",,,
Traffic Division,Active Transportation Director,02118,"$90,406.52 ",,,
Environment Department,Employment Agreement,02135,"$23,110.00 ",,,
UP Academy Holland,Teacher,02114,"$57,384.62 ",,,
BPS Dever Elementary,Teacher,02301,"$36,479.13 ",,,
Assessing Department,Head Clerk,02121,"$17,861.03 ",,,
ASD Human Resources,Prin Clerk,02124,"$40,644.51 ",,,
BPS Grew Elementary,Teacher,02115,"$66,364.81 ",,,
BPS McKinley Middle,Paraprofessional,02301,"$33,107.12 ",,,
Food & Nutrition Svc,Coord-Manager (C),02127,"$75,436.53 ",,,
"UP ""Unlocking Potential"" Acad",Teacher,01970,"$66,712.98 ",,,
UP Academy Dorchester,Nurse,02170,"$66,711.49 ",,,
UP Academy Holland,Paraprofessional,02121,"$43,500.32 ",,,
UP Academy Dorchester,Teacher,02171,"$76,148.47 ",,,
UP Academy Dorchester,Teacher,02176,"$80,610.97 ",,,
"UP ""Unlocking Potential"" Acad",Teacher,02215,"$55,714.83 ",,,
BPS Adams Elementary,Teacher,02130,"$66,914.92 ",,,
Warren/Prescott K-8,Teacher,02150,"$77,919.03 ",,,
Dorchester Academy,Staff Asst (B),02072,"$54,202.51 ",,,
"UP ""Unlocking Potential"" Acad",Teacher,02114,"$54,901.65 ",,,
BPS Dever Elementary,Fellow B,02215,"$12,488.99 ",,,
Edison K-8,Teacher,02130,"$63,863.77 ",,,
Hernandez K-8,Teacher,02121,"$55,087.53 ",,,
Young Achievers K-8,Teacher,02118,"$47,305.04 ",,,
P. A. Shaw Elementary,Teacher,02155,"$62,413.51 ",,,
Office of Streets,Admin Secretary,02125,"$38,629.51 ",,,
BPS Boston Arts Academy,Teacher,02115,"$85,335.38 ",,,
Environment Department,Dir CCE,02113,"$75,468.90 ",,,
P. A. Shaw Elementary,Teacher,02343,"$61,929.96 ",,,
BPS Counseling Service,School Psychologist(1),02116,"$78,346.57 ",,,
BPS Dearborn Middle,Teacher,02144,"$74,003.78 ",,,
BPS Dearborn Middle,Teacher,02446,"$69,220.36 ",,,
Young Achievers K-8,Teacher,02532,"$59,799.45 ",,,
BPS Cl#10 Lee Academy,Teacher,02186,"$60,468.56 ",,,
Mayor's Office,Admin Asst III,02127,"$56,637.03 ",,,
BPS Higginson Elementary,Teacher,02446,"$9,764.11 ",,,
Green Academy,Teacher,02459,"$64,493.86 ",,,
Boston Cntr - Youth & Families,Special Assistant,02126,"$77,765.05 ",,,
BPS Boston Evening Academy,Teacher,02364,"$91,408.85 ",,,
WREC: Urban Science Academy,Social Worker/Coordinator,02132,"$81,004.10 ",,,
Green Academy,Teacher,02169,"$64,823.26 ",,,
Gardner Pilot  Academy,Nurse,02126,"$73,825.74 ",,,
BPS Boston Arts Academy,Teacher,02909,"$50,283.96 ",,,
BPS Burke High,Teacher,02125,"$47,191.32 ",,,
"Kennedy, EM Health Academy",Teacher,02421,"$64,680.88 ",,,
BPS McKinley Middle,Paraprofessional,01752,"$42,836.35 ",,,
"UP ""Unlocking Potential"" Acad",Teacher,02122,"$33,139.42 ",,,
BPS Quincy Elementary,Teacher,02143,"$70,927.85 ",,,
BPS Blackstone Elementary,Teacher,02124,"$66,939.38 ",,,
Perry K-8,Paraprofessional,02460,"$40,702.13 ",,,
Mission Hill K-8,Teacher,02143,"$64,683.22 ",,,
BPS Ellis Elementary,Teacher,02119,"$67,652.90 ",,,
Gardner Pilot  Academy,Teacher,02111,"$68,826.06 ",,,
Boston Fire Department,Hvy Mtr Equip Repairperson BFD,02127,"$55,697.35 ",,,
Ellison/Parks EES,Teacher,02145,"$71,864.87 ",,,
Boston Fire Department,Mtr Eq Rpprs ClassIBPDFleetBFD,02124,"$66,503.64 ",,,
Hernandez K-8,Teacher,02143,"$77,293.48 ",,,
BPS Blackstone Elementary,Teacher,02125,"$66,826.18 ",,,
Curley K-8,Teacher,01951,"$36,781.54 ",,,
Eliot K-8,Teacher,01907,"$61,209.77 ",,,
Edison K-8,Teacher,02458,"$70,927.85 ",,,
BPS Brighton High,Teacher,01824,"$22,473.85 ",,,
BPS Holmes Elementary,Teacher,02143,"$40,972.04 ",,,
Dudley St. Neighborhood School,Teacher,02368,"$88,599.88 ",,,
BPS Boston Comm Leadership Ac,Teacher,02118,"$68,601.46 ",,,
BPS Alternative Education HS,Teacher,02138,"$63,759.53 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,070808,"$10,755.34 ",,,
BPS O'Bryant School,Teacher,02128,"$75,147.97 ",,,
BPS Dever Elementary,Fellow B,074403,"$12,460.08 ",,,
Henderson Elementary,Teacher,01801,"$53,744.66 ",,,
BPS Clap Elementary,Teacher,02379,"$78,626.53 ",,,
UP Academy Dorchester,Teacher,02478,"$36,561.30 ",,,
BPS Orchard Gardens K-8 Pilot,Teacher,02148,"$70,623.32 ",,,
Research Assess & Eval,Analyst (C),02445,"$88,249.82 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02148,"$4,184.88 ",,,
Mayor's Office,Admin Asst,02118,"$54,821.23 ",,,
Emergency Management,RegionalEmergencyMgmntPlanner,02132,"$66,438.57 ",,,
Emergency Management,EmrgMgtTraining&ExerciseCoord,02127,"$67,137.64 ",,,
Haley Pilot,Surround Care Paraprofessional,02119,"$20,185.73 ",,,
BPS Labor Relations,Attorney (D),02121,"$91,273.62 ",,,
Early Learning Services,Manager (D),02136,"$92,611.87 ",,,
Assessing Department,Asst Assessor (Trainee II),02131,"$42,396.02 ",,,
Mayor's Office,Admin Asst,02215,"$45,423.84 ",,,
Auditing Department,Supv Of Acntng (Auditing),02122,"$65,317.20 ",,,
BPS Orchard Gardens K-8 Pilot,Teacher,02140,"$60,772.71 ",,,
BPS Special Education,Specialist (BTU),02169,"$72,164.29 ",,,
BPS Guild Elementary,Teacher,01845,"$59,953.76 ",,,
Hernandez K-8,Cluster Substitute,02130,"$40,916.99 ",,,
BPS Conley Elementary,Teacher,02130,"$43,508.51 ",,,
BPS Mckay Elementary,Cluster Substitute,02131,"$31,651.42 ",,,
Info & Instr Technology,Specialist (BTU),02130,"$62,422.31 ",,,
"Kennedy, JF Elementary",Teacher,02474,"$71,832.34 ",,,
Henderson Elementary,Teacher,02155,"$75,901.69 ",,,
BPS Office Of Budget Mgmt,Attendant,02128,"$8,774.58 ",,,
Kilmer K-8,Teacher,02474,"$90,002.20 ",,,
BPS Boston Latin,Teacher,02190,"$75,795.26 ",,,
Margarita Muniz Academy,Teacher,02144,"$50,121.43 ",,,
BPS Human Resource Team,Coord-Manager (B),02135,"$37,684.64 ",,,
BPS Blackstone Elementary,Teacher,02458,"$79,438.64 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02339,"$2,461.56 ",,,
Assessing Department,Sr Research Analyst (Asn),02136,"$63,889.91 ",,,
Boston City Council,Admin Asst (Cc),02134,"$22,442.49 ",,,
BPS Counseling Service,School Psychologist(1),02127,"$69,096.43 ",,,
BPS Office Of Budget Mgmt,Director (E) (non-ac),02135,"$115,418.33 ",,,
Boston Fire Department,Inside Wireperson,02124,"$123,593.73 ",,,
Asst Superintendent-Network A,Manager (D) (non-ac),02111,"$54,158.36 ",,,
Elderly Commission,Administrative Assistant,02125,"$36,677.61 ",,,
Elderly Commission,Admin Asst I,02125,"$2,880.76 ",,,
BPS Boston Evening Academy,Paraprofessional,02124,"$54,371.42 ",,,
BPS Clap Elementary,Teacher,03054,"$46,210.44 ",,,
BPS Orchard Gardens K-8 Pilot,Lunch Hour Monitors,02126,"$2,943.66 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02461,"$50,379.23 ",,,
Boston Cntr - Youth & Families,Athletic Assistant,02131,"$34,541.17 ",,,
BPS Madison Park High,Swimming Instructor,02050,"$77,619.05 ",,,
Parks Department,Motor Equip Oper & Lbr (P&R),02135,"$35,810.06 ",,,
BPS Special Education,Teacher,02149,"$70,904.43 ",,,
Tobin K-8,Teacher,018704,"$46,182.14 ",,,
BPS Special Education,Teacher,02143,"$74,159.87 ",,,
BPS Burke High,Teacher,02780,"$68,315.46 ",,,
Boston Public Library,Cataloger And Classifier II,02135,"$70,267.09 ",,,
BPS Human Resource Team,Director (D) (non-ac),02129,"$142,019.26 ",,,
Lyon Pilot High 9-12,Security Para,02149,"$41,091.65 ",,,
BPS Fenway High,Librarian,02054,"$55,528.03 ",,,
BPS South Boston HS - Excel,Staff Asst (B),02132,"$66,418.69 ",,,
Dorchester Academy,Teacher,02451,"$78,632.49 ",,,
BPS Charlestown High,Teacher,01854,"$39,555.74 ",,,
BPS Alternative Education HS,Teacher,02131,"$58,291.04 ",,,
Early Learning Services,Program Director (Basas 9),02184,"$96,217.92 ",,,
Boston Fire Department,Fire Fighter-Technician,02135,"$82,708.40 ",,,
BPS Dearborn Middle,Teacher,02130,"$75,457.53 ",,,
BPS Boston Evening Academy,Jr Technician (A),02368,"$36,323.21 ",,,
BPS Brighton High,Teacher,02151,"$68,043.03 ",,,
Student Support Svc,Project Manager (C),02118,"$72,534.66 ",,,
Lyon Pilot High 9-12,Paraprofessional,02021,"$37,393.88 ",,,
Tech Boston Academy,Jr Coordinator (B),02126,"$55,530.04 ",,,
Young Achievers K-8,Teacher,02322,"$63,848.03 ",,,
Higginson/Lewis K-8,Teacher,02169,"$22,427.63 ",,,
BPS Manning Elementary,Teacher,02460,"$71,762.32 ",,,
Green Academy,Paraprofessional,02134,"$38,625.84 ",,,
BPS South Boston HS - Excel,Coord-Manager (C),02150,"$64,169.51 ",,,
Lyon Pilot High 9-12,Paraprofessional,02124,"$36,648.39 ",,,
BPS Orchard Gardens K-8 Pilot,Community Field Coordinator,01778,"$68,504.61 ",,,
Quincy Upper School,Surround Care Paraprofessional,02343,"$29,466.30 ",,,
Tech Boston Academy,Student Dev Counselor (1),02186,"$53,222.47 ",,,
BPS Mattahunt Elementary,Paraprofessional,02126,$79.81 ,,,
BPS Charlestown High,Cluster Substitute,02128,"$12,640.42 ",,,
Assessing Department,Asst Assessor,02124,"$44,644.83 ",,,
BPS Orchard Gardens K-8 Pilot,Teacher,02301,"$72,897.61 ",,,
Food & Nutrition Svc,Employment Agreement,02149,"$30,642.50 ",,,
BPS Harvard/Kent Elementary,Paraprofessional,01880,"$33,673.12 ",,,
BPS O'Bryant School,Teacher,01880,"$34,413.27 ",,,
BPS Substitute Teachers/Nurs,Substitute Nurse,02302,"$5,754.97 ",,,
BPS Fenway High,Teacher,02052,"$64,587.11 ",,,
Mattapan Early Elementary,Surround Care Paraprofessional,02072,"$39,976.80 ",,,
BPS Transportation,Coordinator (C),02136,"$61,955.94 ",,,
Boston Public Library,Children's Librarian I,02134,"$50,871.15 ",,,
BPS Manning Elementary,Teacher,02188,"$41,512.23 ",,,
BPS McKinley Middle,Paraprofessional,02134,"$41,850.82 ",,,
BPS Health and Wellness,Coordinator (C),02446,"$70,544.78 ",,,
BPS Transportation,Hot Line Worker HE,02132,"$32,322.83 ",,,
Jackson/Mann K-8,Paraprofessional,02118,"$36,186.72 ",,,
Inspectional Services Dept,Board Members (Examiners),02124,"$2,200.00 ",,,
Jackson/Mann K-8,Teacher,04064,"$53,381.95 ",,,
Office of Economic Development,EconomicDevelopPolicyAnalyst,02124,"$51,492.06 ",,,
BPS Brighton High,Rotc Instructor,02302,"$38,644.23 ",,,
Unified Student Svc,Nurse,02169,"$61,738.74 ",,,
BPS Holmes Elementary,Community Field Coordinator,02122,"$42,771.69 ",,,
P. A. Shaw Elementary,Paraprofessional,01835,"$43,127.64 ",,,
Eliot K-8,Paraprofessional,02132,"$32,173.76 ",,,
Young Achievers K-8,Cluster Substitute,02215,"$36,822.02 ",,,
BPS Athletics,Coach (NonTPP),02122,"$15,265.84 ",,,
BPS Athletics,Coach (NonTPP),02072,"$5,805.00 ",,,
Dpt of Innovation & Technology,Chief Digital Officer,02215,"$85,583.20 ",,,
Accountability,Director (D),02116,"$79,354.40 ",,,
Haynes EEC,Lunch Hour Monitors,02124,"$7,794.48 ",,,
Communications,Specialist (C),02134,"$91,204.35 ",,,
BPS Boston Arts Academy,Staff Asst (B),02124,"$21,757.13 ",,,
BPS Boston School Committee,Employment Agreement,02465,"$22,490.00 ",,,
BPS Ohrenberger Elementary,Paraprofessional,02121,"$21,526.04 ",,,
BPS Madison Park High,Teacher,02368,"$87,511.86 ",,,
BPS English High,Paraprofessional,02121,"$29,825.94 ",,,
BPS McCormack Middle,Paraprofessional,02190,"$4,309.20 ",,,
BPS South Boston HS - Excel,Cluster Substitute,02122,"$28,362.00 ",,,
Kilmer K-8,Cluster Substitute,02131,"$28,903.88 ",,,
BPS Madison Park High,Teacher,02116,"$18,229.03 ",,,
BPS Madison Park High,Teacher,02134,"$71,731.48 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02115,"$24,675.67 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02468,"$6,649.62 ",,,
Henderson Elementary,Community Field Coordinator,02124,"$65,273.12 ",,,
