DepartmentName,JobTitle,Salary,Zip
Margarita Muniz Academy,Teacher,"$74,654.33",
BPS Special Education,ABA Specialist (BTU),"$55,640.58",
Frederick Pilot Middle,Teacher,"$72,492.91",
BPS Boston Arts Academy,Teacher,"$67,448.92",
BPS Tynan Elementary,Paraprofessional,"$31,281.22",
Young Achievers K-8,Paraprofessional,"$49,036.74",
Public Works Department,Sr Engineering Aid,"$47,836.37",
Public Works Department,Hvy Mtr Equi Repairpr Class II,"$55,864.73",
Traffic Division,Parking Meter Opr Person I##,"$38,585.50",
BPS English High,Rotc Instructor,"$80,954.85",
Public Works Department,Sr Highway Maint CrftsprsPwd##,"$43,340.50",
Edison K-8,Teacher,"$75,450.45",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,$283.03,
Umana Middle,Teacher,"$76,539.07",
BPS Orchard Gardens K-8 Pilot,Teacher,"$80,726.49",
BPS Boston Evening Academy,Staff Asst (B),"$58,850.71",
BPS Burke High,Teacher,"$73,787.42",
Henderson Elementary,Paraprofessional,"$15,345.76",
BPS Boston Comm Leadership Ac,Surround Care Paraprofessional,"$46,667.23",
Green Academy,Teacher,"$75,593.42",
Lyon K-8,Specialist (BTU),"$88,792.28",
BPS Office Of Budget Mgmt,Attendant,"$8,349.28",
"Kennedy, PJ Elementary",Teacher,"$70,354.62",
BPS Blackstone Elementary,Specialist (BTU),"$101,119.75",
Dudley St. Neighborhood School,Teacher,"$73,787.42",
BPS Boston Latin,Librarian,"$91,867.28",
BPS Mozart Elementary,Teacher,"$63,420.35",
BPS Lee Elementary,Specialist (BTU),"$91,404.22",
BPS Cl#10 Lee Academy,Teacher,"$71,638.47",
Tech Boston Academy,Teacher,"$76,045.99",
BPS Special Education,ABA Specialist (BTU),"$48,523.28",
BPS Condon Elementary,Director (D),"$89,601.20",
BPS Fenway High,Teacher,"$62,295.59",
BPS Special Education,ABA Specialist (BTU),"$46,657.74",
Eliot K-8,Teacher,"$72,405.01",
BPS Special Education,ABA Specialist (BTU),"$33,045.53",
UP Academy Dorchester,Teacher,"$47,255.70",
BPS Mendell Elementary,Teacher,"$71,438.99",
BPS Special Education,ABA Specialist (BTU),"$1,211.78",
West Zone ELC,Surround Care Paraprofessional,"$38,467.33",
UP Academy Holland,Teacher,"$40,384.65",
BPS Bradley Elementary,Teacher,"$77,579.99",
BPS Holmes Elementary,Coord-Manager (C),"$74,880.67",
Mildred Avenue K-8,Teacher,"$79,392.66",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$37,229.11",
Higginson/Lewis K-8,Specialist (BTU),"$57,702.51",
Curley K-8,Teacher,"$70,927.85",
BPS Special Education,ABA Specialist,"$28,782.43",
BPS Harvard/Kent Elementary,Community Field Coordinator,"$60,086.97",
BPS Russell Elementary,Teacher,"$70,927.85",
BPS Special Education,ABA Specialist (BTU),"$51,388.93",
BPS Special Education,ABA Specialist (BTU),"$30,939.58",
BPS Latin Academy,Teacher,"$82,308.59",
BPS Dever Elementary,Manager (C) (non-ac),"$35,473.48",
Boston Public Library,Communications Assistant,"$48,802.51",
BPS Mendell Elementary,Teacher,"$73,649.75",
BPS Lee Elementary,Paraprofessional,"$34,477.72",
BPS McKinley Middle,Teacher,"$47,780.76",
Mission Hill K-8,Paraprofessional,"$43,044.25",
Eliot K-8,Teacher,"$59,151.84",
BPS Special Education,One to One Para,"$40,566.46",
Quincy Upper School,Teacher,"$92,378.08",
BPS Boston International HS,Teacher,"$78,185.37",
BPS Edwards Middle,Paraprofessional,"$22,516.50",
P. A. Shaw Elementary,Teacher,"$78,602.35",
BPS Tynan Elementary,Specialist (BTU),"$61,032.10",
BPS Mckay Elementary,Teacher,"$73,079.99",
BPS Winthrop Elementary,Teacher,"$73,905.14",
BPS Blackstone Elementary,Teacher,"$89,551.21",
BPS Guild Elementary,Teacher,"$73,934.47",
BPS Boston Comm Leadership Ac,Paraprofessional,"$38,885.74",
BPS McKinley Middle,Paraprofessional,"$45,010.96",
BPS Snowden International Hi,Teacher,"$78,123.35",
BPS Alternative Education HS,Community Field Coordinator,"$49,136.93",
Quincy Upper School,Teacher,"$78,986.52",
BPS Cl#10 Lee Academy,Surround Care Paraprofessional,"$35,525.76",
Gardner Pilot  Academy,Teacher,"$70,994.69",
Jackson/Mann K-8,Teacher,"$81,560.47",
P. A. Shaw Elementary,Teacher,"$68,673.37",
BPS Edwards Middle,Cluster Substitute,"$39,193.02",
HPEC: Com Acd Science & Health,Technician (B),"$68,825.39",
WREC: Urban Science Academy,Cluster Substitute,"$30,550.19",
BPS Irving Middle,Teacher,"$70,927.85",
BPS Special Education,Program Director (Basas 9A),"$103,780.14",
BPS McKinley Middle,Paraprofessional,"$41,038.01",
BPS Holmes Elementary,Specialist (BTU),"$54,385.61",
BPS Brighton High,Prin Clerk/School Sec 21,"$43,793.13",
Diplomas Plus,Teacher,"$21,657.77",
Umana Middle,Teacher,"$80,099.83",
Diplomas Plus,Teacher,"$46,097.54",
BPS Madison Park High,Teacher,"$83,127.72",
BPS Special Education,Sen Clerk School Sec 766-15B,"$33,172.43",
BPS South Boston HS - Excel,Rotc Instructor,"$88,021.03",
BPS East Boston High,Teacher,"$80,009.87",
BPS Winship Elementary,Teacher,"$63,265.29",
Neighborhood Development,Budget Manager,"$81,509.50",
BPS Otis Elementary,Teacher,"$76,114.57",
BPS Transportation,Asst Director (D) (non ac),"$73,631.56",
Public Works Department,Spec Hvy Meo,"$45,864.21",
Boston Public Library,Sr Library Asst (Branch),"$36,457.90",
Mattapan Early Elementary,Specialist (BTU),"$59,082.43",
Boston Cntr - Youth & Families,Maint Worker/Custodian,"$38,651.85",
Haynes EEC,Teacher,"$70,159.63",
Public Works Department,Chief Engineer(Pwd Highway Di),"$124,965.00",
BPS Horace Mann,Program Director (Basas 9A),"$87,029.79",
BPS Special Education,Sum Sch - BTU Prof,"$3,185.25",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$3,236.33",
BPS Counseling Service,School Psychologist(1),"$74,920.64",
Kilmer K-8,Teacher,"$73,079.99",
BPS Perkins Elementary,Teacher,"$70,317.54",
Lyon Pilot High 9-12,Paraprofessional,"$38,260.43",
Dudley St. Neighborhood School,Paraprofessional,"$31,118.19",
BPS Ohrenberger Elementary,Teacher,"$83,750.16",
Mildred Avenue K-8,Teacher,"$69,224.60",
BPS Winship Elementary,Teacher,"$66,921.65",
Hurley K-8,Teacher,"$70,002.49",
BPS Substitute Teachers/Nurs,Substitute Teacher,$750.93,
BPS Bradley Elementary,Sub Lunch Monitor,"$1,023.00",
BPS Brighton High,Teacher,"$68,608.95",
Jackson/Mann K-8,Lunch Hour Monitors,"$13,484.37",
Neighborhood Services,Staff Aide,"$28,119.00",
BPS Latin Academy,Teacher,"$85,422.43",
BPS Cl#10 Lee Academy,Teacher,"$62,432.68",
Accountability,Program Director (Basas 9A),"$103,780.14",
WREC: Urban Science Academy,Community Field Coordinator,"$50,174.16",
Curley K-8,Lunch Hour Monitors,"$8,665.14",
BPS Facility Management,Part-Time Custodian,"$1,482.63",
Dorchester Academy,Teacher,"$65,681.24",
Umana Middle,Teacher,"$73,934.47",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$68,839.57",
Gardner Pilot  Academy,Teacher,"$70,994.69",
Chief Financial Officer,Sen Analyst,"$95,450.92",
Margarita Muniz Academy,Manager (C) (non-ac),"$103,239.61",
BPS Irving Middle,Teacher,"$70,317.52",
BPS Channing Elementary,Teacher,"$60,593.22",
BPS Madison Park High,SpEd Support Svcs Coordinator,"$114,987.91",
BPS Condon Elementary,Teacher,"$93,052.12",
BPS Holmes Elementary,Security Para,"$15,756.73",
Boston Cntr - Youth & Families,Dir-Operations,"$83,283.73",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$9,591.93",
BPS Winship Elementary,Teacher,"$67,396.33",
BPS New Mission Pilot,Community Field Coordinator,"$24,113.36",
Lyon Pilot High 9-12,Staff Asst (B),"$39,539.43",
Umana Middle,Paraprofessional,"$37,181.66",
BPS Madison Park High,Part-Time Cafeteria Attendant,"$14,176.28",
Traffic Division,Head Clerk,"$40,749.55",
BPS Condon Elementary,Paraprofessional,"$36,030.42",
Mildred Avenue K-8,Teacher,"$50,648.11",
BPS Orchard Gardens K-8 Pilot,Community Field Coordinator,"$68,504.60",
Veterans' Services,Head Admin Clerk,"$44,542.58",
BPS Dever Elementary,Surround Care Paraprofessional,"$44,874.63",
BPS Facility Management,Jr Cust/Nights,"$44,759.59",
BPS McCormack Middle,Cafeteria Manager14,"$27,208.60",
BPS Boston International HS,Part-Time Cafeteria Attendant,"$12,566.26",
Neighborhood Development,HMIS Coordinator,"$67,175.99",
Neighborhood Services,Coord,"$54,365.36",
Mission Hill K-8,Paraprofessional,"$31,755.69",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$43,695.96",
BPS Hennigan Elementary,Specialist (BTU),"$88,398.11",
Office of Streets,Sr Personnel Officer,"$63,813.89",
"Kennedy, EM Health Academy",Teacher,"$93,655.11",
BPS Everett Elementary,Lead Satellite Attendant B,"$27,660.74",
BPS Burke High,Part-Time Cafeteria Attendant,"$12,920.86",
West Roxbury Academy,Part-Time Cafeteria Attendant,"$13,083.73",
BPS Timilty Middle,Cafeteria Manager14,"$39,066.48",
Boston Retirement System,Staff Asst,"$43,846.12",
Auditing Department,Sr Accountant,"$46,346.54",
BPS Burke High,Teacher,"$53,759.95",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$13,378.13",
Umana Middle,Sen Clerk-School Secretary 15,"$30,586.07",
BPS Holmes Elementary,Teacher,"$63,180.39",
Fair Housing & Equity,Program Assistant,"$39,777.61",
Teaching & Learning,Teacher,"$71,638.47",
BPS Lee Elementary,Cluster Substitute,"$54,602.79",
"UP ""Unlocking Potential"" Acad",Teacher,"$64,945.60",
UP Academy Dorchester,Teacher,"$39,274.36",
Mattapan Early Elementary,Teacher,"$44,977.44",
Higginson/Lewis K-8,Teacher,"$73,934.47",
BPS Fenway High,Part-Time Cafeteria Attendant,"$12,145.78",
Margarita Muniz Academy,Teacher,"$59,560.70",
BPS Special Education,SPED Coverage Paraprofessional,"$29,385.75",
English Language Learn,Part-Time Non-Academic,"$30,017.00",
BPS Mckay Elementary,Part-Time Cafeteria Attendant,"$13,734.29",
Fair Housing & Equity,Exec Dir,"$101,969.92",
BPS Dearborn Middle,Coordinator (Basas 4B),"$86,278.05",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$7,334.16",
BPS O'Donnell Elementary,Teacher,"$70,393.44",
Frederick Pilot Middle,Paraprofessional,"$33,116.71",
Law Department,ACC - Attorney,"$4,923.07",
Assessing Department,Asst Assessor (Trainee II),,
BPS Edwards Middle,Teacher,"$73,504.36",
Diplomas Plus,Community Field Coordinator,"$23,137.64",
Curley K-8,Paraprofessional,"$41,836.63",
Boston Cntr - Youth & Families,Computer Instructor,"$58,394.53",
Neighborhood Development,Asst Dir,"$98,732.70",
Boston Fire Department,Prin Admin Asst,"$77,955.20",
ASD Office Of Labor Relation,Asst Corp Counsel III,"$84,318.07",
BPS Harvard/Kent Elementary,Paraprofessional,"$36,030.66",
Umana Middle,Teacher,"$17,837.20",
BPS Clap Elementary,Paraprofessional,"$36,221.64",
Traffic Division,Employment Agreement,"$26,955.00",
Inspectional Services Dept,Prin Clerk & Typist,"$35,989.93",
Baldwin ELC,Attendant,"$8,349.27",
BPS O'Bryant School,Community Field Coordinator,"$61,356.52",
Elderly Commission,Housing Director,"$53,147.74",
Traffic Division,Vehicle Impound Specialist ##,"$35,654.81",
P. A. Shaw Elementary,Teacher,"$55,232.84",
BPS Philbrick Elementary,Teacher,"$49,566.29",
BPS Condon Elementary,Teacher,"$67,311.43",
BPS Equity,One to One Para,"$42,761.24",
BPS Tynan Elementary,Teacher,"$75,228.99",
Boston Fire Department,Dir Human Resources (Fire),"$94,876.72",
Emergency Management,Logistics Coordinator,"$75,435.27",
Lyndon K-8,Part-Time Cafeteria Attendant,"$19,075.97",
Dudley St. Neighborhood School,Teacher,"$71,638.47",
Auditing Department,Sr Data Proc Sys An(Budget),"$42,288.97",
Umana Middle,Teacher,"$75,905.73",
Traffic Division,Jr Traffic Engr,"$25,644.56",
Boston Police Department,Transportation Analyst,"$45,066.12",
Boston Police Department,Asst Corp Counsel I,"$34,581.68",
BPS Conley Elementary,Teacher,"$86,783.67",
Boston Cntr - Youth & Families,Receptionist,"$39,089.09",
Boston Public Library,Reference Librarian II,"$70,767.11",
Auditing Department,Prin Admin Analyst,"$68,234.28",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$2,776.89",
Student Support Svc,Sum Sch - BTU Prof,"$5,765.05",
BPS Tynan Elementary,Paraprofessional,"$27,632.22",
Advancement & Ext. Affairs,Deputy Chief of Staff,"$56,563.23",
BPS Dever Elementary,Social Worker/Coordinator,"$49,615.44",
Boston Cntr - Youth & Families,Spec Asst II,"$89,312.26",
Inspectional Services Dept,Prin Clerk & Typist,"$35,411.59",
"Kennedy, PJ Elementary",Teacher,"$48,698.22",
Assessing Department,Dir Human Resources Assessing,"$88,959.55",
Henderson Elementary,Teacher,"$40,972.04",
Traffic Division,Active Transportation Coord,"$62,377.39",
BPS Boston Latin,Teacher,"$67,915.33",
BPS Boston Comm Leadership Ac,Teacher,"$91,421.19",
BPS Lee Elementary,Community Field Coordinator,"$27,408.70",
BPS Health Service,Nurse,"$61,313.54",
Boston Public Library,Youth Technology Coord,"$61,457.43",
WREC: Urban Science Academy,Community Field Coordinator,"$55,337.83",
BPS Cl#10 Lee Academy,Surround Care Paraprofessional,"$41,609.20",
BPS Welcome Services,Hot Line Worker,"$33,049.34",
Curley K-8,Specialist (BTU),"$79,130.31",
Inspectional Services Dept,Member-Bd Of Review,"$15,300.00",
BPS Welcome Services,Student Registration Spec,"$46,565.04",
Quincy Upper School,Community Field Coordinator,"$43,543.73",
Tobin K-8,Lunch Hour Monitors,"$3,192.42",
Parks Department,Laborer (Park),"$34,496.84",
BPS Dever Elementary,Teacher,"$68,230.75",
BPS Welcome Services,Part Time Service Specialist,"$19,249.64",
UP Academy Holland,Teacher,"$57,384.62",
Boston City Council,Admin Asst (Cc),"$69,999.06",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$5,293.40",
Neighborhood Development,Project Mngr,"$51,650.25",
Mayor's Office,Project Mngr III,"$80,485.96",
Mayor's Office,Staff Asst IV,"$69,850.61",
Office of Tourism,Staff Asst III,"$57,966.68",
Boston Public Library,Staff Officer-Special Projects,"$82,606.12",
Office of Economic Development,Dep Dir of Business Strategy,"$90,640.03",
Mayor's Office,Admin Asst,"$56,808.05",
ASD Intergvernmtl Relations,City Council Liaison,"$75,732.55",
Mayor's Office,Mayor,"$175,000.02",
Neighborhood Services,Staff Asst IV,"$17,841.40",
Neighborhood Services,Spec Asst I,"$90,475.56",
Mayor's Office,Chief Diversity Officer,"$102,000.08",
BPS Lee Elementary,Coord-Manager (C),"$81,592.46",
Boston City Council,Admin Asst (Cc),"$17,000.44",
Boston City Council,Secretary,"$47,500.12",
Neighborhood Services,Coord,"$55,277.06",
Environment Department,Admin Asst,"$57,529.41",
Boston City Council,City Councilor,"$99,499.92",
Mayor's Office,Admin Asst III,"$74,425.81",
BPS Community Academy,Teacher,"$66,211.28",
BPS McKinley Middle,Paraprofessional,"$37,601.04",
Neighborhood Services,Coord,"$58,533.57",
Umana Middle,Teacher,"$67,525.06",
BPS Grew Elementary,Teacher,"$71,883.45",
BPS Blackstone Elementary,Part-Time Cafeteria Attendant,"$11,308.55",
Boston Public Library,Young Adults Librarian II,"$52,074.79",
Women's Advancement,Dir,"$99,909.94",
Mayor's Office,Staff Asst II,"$64,944.64",
Law Department,Paralegal,"$24,248.01",
Boston Public Library,DigitizationAsstProjArchivist,"$60,830.50",
Lyon Pilot High 9-12,Teacher,"$64,680.88",
Henderson Elementary,Teacher,"$65,738.74",
Neighborhood Development,Operations Manager,"$90,877.87",
Public Works Department,Head Admin Clerk,"$52,020.16",
Law Department,Corporation Counsel,"$154,500.06",
Comm. for Persons with Disabil,Education & Outreach Spec,"$47,286.54",
Assessing Department,Asst Assessor,"$48,044.58",
Parks Department,Hvy Mtr Equip Oper & Lbr (P&R),"$41,124.51",
Parks Department,Hvy Mtr Equip Oper & Lbr (P&R),"$18,453.11",
P. A. Shaw Elementary,Teacher,"$71,495.59",
Inspectional Services Dept,Special Assistant,"$111,740.08",
BPS Mozart Elementary,Teacher,"$77,525.33",
Comm. for Persons with Disabil,Asst Dir,"$58,487.53",
ASD Intergvernmtl Relations,Dir,"$123,624.02",
Mayor's Office,Spec Asst II,"$83,184.32",
Office of Arts & Culture,Exec Asst(Office Manager),"$71,413.56",
Boston Fire Department,Radio Operator (Bfd),"$111,090.05",
BPS Perkins Elementary,Teacher,"$72,755.35",
Boston Public Library,Programs & Outreach Librarian,"$67,353.65",
Boston Public Library,Young Adults Librarian I,"$55,673.54",
BPS Guild Elementary,Teacher,"$43,978.32",
BPS Hennigan Elementary,Lunch Hour Monitors,"$8,609.86",
Youth Engagement & Employment,Mayor's Youth Council Manager,"$17,074.57",
Boston Fire Department,Fire Alarm Operator,"$82,951.06",
BPS Boston Latin,Guidance Counselor(1),"$60,366.29",
"Kennedy, EM Health Academy",Teacher,"$46,674.18",
Emergency Management,Asst Dir (Homeland Sec),"$100,585.68",
ASD Office Of Labor Relation,Supv-Labor Relations,"$115,000.08",
BPS Blackstone Elementary,Nurse,"$68,095.10",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,$141.52,
Mayor's Office,Special Assistant,"$118,450.06",
Boston Public Library,Curator of Rare Books,"$80,320.03",
Student Support Svc,Employment Agreement,"$8,819.36",
BPS East Boston High,Teacher,"$64,493.86",
BPS Chittick Elementary,Lunch Hour Monitors,"$8,043.24",
Chief of Staff,Deputy Chief of Staff,"$31,641.01",
Boston Collaborative High Sch,Teacher,"$63,807.00",
Assessing Department,Asst Assessor (Trainee II),"$16,169.96",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$10,847.98",
BPS East Boston High,Teacher,"$73,226.98",
BPS Holmes Elementary,Cluster Substitute,"$31,010.73",
Boston Cntr - Youth & Families,Violence Interrupters (BCYF),"$34,346.65",
Umana Middle,Manager (D) (non-ac),"$45,334.12",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$1,457.65",
BPS Athletics,Senior Director (BASAS 12B),"$126,536.02",
Mission Hill K-8,Teacher,"$32,246.82",
BPS Murphy Elementary,Teacher,"$79,564.97",
Boston Public Library,Reference Librarian I,"$51,112.99",
Boston Retirement System,Head Clerk & Secretary,"$41,656.99",
Public Works Department,Prin Storekeeper,"$34,722.04",
Public Works Department,Hvy Mtr Equip Oper & P W Lbr,"$38,368.19",
Public Works Department,Motor Equip Oper & Pw Lbr,"$32,947.04",
"Kennedy, EM Health Academy",Teacher,"$42,460.96",
Boston Public Library,Communications Manager,"$90,594.29",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$8,236.54",
Boston Public Library,Cataloger And Classifier II,"$67,142.20",
HPEC: Com Acd Science & Health,Paraprofessional,"$29,790.17",
Property Management,Sr Computer Operator,"$42,952.17",
Boston Public Library,Sr Library Asst,"$33,879.93",
BPS McKinley Middle,Paraprofessional,"$50,301.14",
Boston Public Library,Library Aide,"$1,987.76",
Parks Department,Summer Youth Worker,$440.00,
BPS Blackstone Elementary,Paraprofessional,"$39,927.16",
Boston Public Library,Library Aide,"$7,092.00",
Treasury-Treasury Division,Collector-Treasurer,"$149,349.98",
Boston Police Department,Liaison Agent (BPD),"$39,471.15",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$2,277.05",
Henderson Elementary,Teacher,"$61,234.10",
Inspectional Services Dept,Asst Commss of Plans & Zoning,"$92,875.23",
Tech Boston Academy,Community Field Coordinator,"$57,576.39",
Office of Streets,Human Resources Dir,"$14,935.09",
City Clerk,Admin Asst,"$52,859.06",
Inspectional Services Dept,Commissioner (Ins),"$123,600.10",
Election Division,Sr Clerk,"$32,691.26",
Election Division,Asst Reg Voters,"$27,312.74",
BPS Special Education,ABA Specialist (BTU),"$44,648.49",
BPS East Boston High,Teacher,"$49,292.34",
BPS McKinley Middle,Paraprofessional,"$41,694.81",
Eliot K-8,Cluster Substitute,"$32,945.91",
Office of Admin & Finance,Chief of Staff,"$94,843.04",
Boston Public Library,Programs & Comm Outreach Libr,"$67,876.91",
Workers Compensation Service,Workers Comp Job Classificatn,,
BPS Special Education,ABA Specialist (BTU),"$53,195.41",
Public Works Department,Asst Supn-Collection&Disposal,"$87,395.81",
Boston Public Library,Programs & Comm Outreach Libr,"$14,238.20",
Neighborhood Development,Contruction Specialist I,"$65,483.83",
Tobin K-8,Teacher,"$66,186.67",
Parks Department,Sr Research Analyst (Parks&Rec,"$68,534.11",
Parks Department,Park Ranger II,"$35,506.52",
Boston Police Department,Cadet (Police),"$25,675.41",
Inspectional Services Dept,Head Clerk & Secretary,"$35,764.51",
Traffic Division,Jr Traffic Engr,"$52,749.60",
BPS Substitute Teachers/Nurs,Substitute Teacher,$283.04,
Boston Public Library,Children's Librarian I,"$60,298.88",
Boston Public Library,Floater Librarian I,"$28,918.01",
Boston Public Library,Curriculum Development Coord,"$60,622.20",
Assessing Department,Title Examiner,"$40,874.83",
Lyon K-8,Teacher,"$25,476.04",
Boston Cntr - Youth & Families,Special Assistant I (CC),"$63,010.05",
BPS English High,Teacher,"$64,738.72",
BPS Special Education,One to One Para,"$39,234.38",
Lyon K-8,Specialist (BTU),"$75,700.43",
Student Support Svc,Employment Agreement,"$7,177.50",
Inspectional Services Dept,Prin Admin Asst,"$89,444.77",
Election Division,Civic Engagement Coord,"$57,124.51",
Public Facilities Department,Chief of Staff,"$113,706.50",
Office of Streets,Admin Secretary,"$34,663.66",
Frederick Pilot Middle,Teacher,"$62,422.31",
Registry Division,Prin Clerk (Vitals/Registry),"$38,152.52",
Boston Cntr - Youth & Families,Lifeguard I,"$4,691.78",
Boston Cntr - Youth & Families,Lifeguard I,"$4,092.82",
Boston Cntr - Youth & Families,Lifeguard I,"$2,589.29",
Election Division,Asst Reg Voters Hourly,"$1,727.00",
Umana Middle,Security Para,"$23,682.27",
Auditing Department,Asst Prin Accountant,"$38,220.09",
BPS Human Resource Team,Employment Agreement,"$7,076.40",
Inspectional Services Dept,Prin Clerk & Typist,"$18,417.92",
Boston Fire Department,Head Clerk,"$44,395.01",
Parks Department,Finance Dir,"$90,011.31",
Umana Middle,Guidance Counselor(1),"$76,515.33",
Office of Tourism,Project Asst,"$6,989.00",
Office of Tourism,Project Asst,"$8,556.50",
English Language Learn,Manager (C) (non-ac),"$99,269.13",
Office of New Bostonians,Outreach & Engagement Manager,"$6,914.64",
Info & Instr Technology,Employment Agreement,"$149,863.50",
Tech Boston Academy,Student Dev Counselor (1),"$79,823.97",
UP Academy Holland,Coordinator (C),"$65,923.04",
Fam & Student Engagemt,Coord-Manager (C),"$84,856.00",
Dpt of Innovation & Technology,Dir of MIS,"$155,000.04",
UP Academy Holland,Principal Elementary,"$123,173.07",
Boston Retirement System,Admin Asst,"$64,007.41",
BPS Human Resource Team,Manager (C) (non-ac),"$75,508.43",
BPS Human Resource Team,Coordinator (C),"$88,249.82",
Margarita Muniz Academy,Teacher,"$90,208.19",
Youth Engagement & Employment,Office Manager,"$48,136.79",
Assessing Department,Employment Agreement,"$2,896.40",
BPS Human Resource Team,Manager (C) (non-ac),"$14,569.64",
Fam & Student Engagemt,Coord-Manager (C),"$84,856.00",
Strategy Department,Director (D) (non-ac),"$112,827.09",
Boston Public Library,Library Aide,"$2,442.00",
Fam & Student Engagemt,Prog Director (D) (non-ac),"$102,728.05",
Neighborhood Services,Staff Asst I,"$48,127.85",
UP Academy Holland,Teacher,"$99,115.43",
UP Academy Holland,Director (Basas 10B),"$96,733.39",
"UP ""Unlocking Potential"" Acad",Director (Basas 10B),"$51,244.38",
"UP ""Unlocking Potential"" Acad",Teacher,"$76,821.18",
BPS Boston Arts Academy,Program Director (C),"$35,721.41",
"UP ""Unlocking Potential"" Acad",Teacher,"$80,700.01",
UP Academy Holland,Teacher,"$74,442.30",
Mildred Avenue K-8,Teacher,"$74,057.08",
BPS Cl#10 Lee Academy,Teacher,"$49,239.07",
UP Academy Dorchester,Teacher,"$64,561.00",
BPS Clap Elementary,Teacher,"$76,697.97",
BPS Dever Elementary,Teacher,"$83,591.99",
UP Academy Holland,Teacher,"$77,384.60",
BPS Burke High,Teacher,"$66,738.74",
P. A. Shaw Elementary,Teacher,"$15,977.86",
"UP ""Unlocking Potential"" Acad",Teacher,"$74,112.74",
Dudley St. Neighborhood School,Teacher,"$84,655.85",
English Language Learn,Manager (C) (non-ac),"$43,079.00",
BPS Transportation,Manager (C) (non-ac),"$55,119.88",
BPS Transportation,Manager (C) (non-ac),"$55,119.88",
BPS Edwards Middle,Social Worker/Coordinator,"$81,452.55",
Haley Pilot,Teacher,"$69,173.58",
UP Academy Dorchester,Teacher,"$66,003.25",
UP Academy Dorchester,Teacher,"$70,121.96",
UP Academy Holland,Teacher,"$40,384.65",
UP Academy Holland,Teacher,"$87,500.08",
Fam & Student Engagemt,Jr Specialist (B),"$53,138.50",
Umana Middle,Teacher,"$86,968.59",
Henderson Elementary,Teacher,"$80,150.94",
Eliot K-8,Teacher,"$83,312.64",
BPS Guild Elementary,Teacher,"$73,934.47",
BPS Orchard Gardens K-8 Pilot,Teacher,"$78,937.99",
BPS Burke High,Teacher,"$73,471.10",
BPS South Boston HS - Excel,Teacher,"$43,765.14",
Lyon Pilot High 9-12,Teacher,"$73,409.76",
Boston Fire Department,Lineperson,"$67,817.86",
P. A. Shaw Elementary,Teacher,"$51,896.24",
BPS Fenway High,Teacher,"$79,578.68",
UP Academy Holland,Teacher,"$68,230.75",
UP Academy Dorchester,Paraprofessional,"$47,219.50",
Tech Boston Academy,Technician (B),"$39,047.92",
BPS Dever Elementary,Coordinator 7,"$54,387.86",
UP Academy Holland,Teacher,"$70,346.14",
BPS Dever Elementary,Teacher,"$76,338.65",
Dudley St. Neighborhood School,Teacher,"$73,044.40",
"Kennedy, PJ Elementary",Teacher,"$91,310.22",
Tobin K-8,Teacher,"$81,811.21",
"UP ""Unlocking Potential"" Acad",Teacher,"$63,031.03",
"UP ""Unlocking Potential"" Acad",Director (D) (non-ac),"$111,589.81",
English Language Learn,Technician (B),"$44,559.79",
Advancement & Ext. Affairs,Deputy Chief of Staff,"$81,262.79",
UP Academy Holland,Paraprofessional,"$43,682.80",
UP Academy Dorchester,Teacher,"$65,231.35",
BPS Dever Elementary,Teacher,"$73,431.30",
Hernandez K-8,Paraprofessional,"$37,684.02",
BPS Mckay Elementary,Nurse,"$59,732.61",
BPS Burke High,Teacher,"$61,738.74",
Boston Police Department,Sr Accountant,"$42,262.52",
UP Academy Holland,Director Of Instruction,"$91,074.15",
UP Academy Holland,Teacher,"$68,230.75",
BPS Dever Elementary,Teacher,"$37,486.34",
UP Academy Holland,Teacher,"$84,433.19",
BPS Dever Elementary,Paraprofessional,"$43,710.33",
BPS Dever Elementary,Teacher,"$62,807.63",
BPS Dever Elementary,Teacher,"$68,933.35",
UP Academy Holland,Teacher,"$30,576.94",
BPS Dever Elementary,Paraprofessional,"$47,341.61",
BPS Dever Elementary,Teacher,"$63,426.38",
UP Academy Holland,Coordinator (C),"$63,923.12",
Boston Fire Department,Head Clerk,"$44,226.58",
UP Academy Holland,Teacher,"$70,440.13",
UP Academy Holland,Teacher,"$79,699.25",
Eliot K-8,Paraprofessional,"$35,594.58",
Teaching & Learning,Manager (C) (non-ac),"$75,436.53",
BPS South Boston HS - Excel,Teacher,"$51,500.82",
Quincy Upper School,Social Worker/Coordinator,"$22,243.22",
BPS Special Education,ABA Specialist (BTU),"$30,665.42",
